"","county_name","state","dem_votes","rep_votes","county_total_votes","rep_share"
"1","A1","ALASKA",131199,149779,280978,0.533063086789713
"2","R1","RHODE ISLAND",138,2,140,0.0142857142857143
"3","ABBEVILLE","SOUTH CAROLINA",2943,5544,8487,0.653234358430541
"4","ACADIA","LOUISIANA",3828,16376,20204,0.810532567808355
"5","ACCOMACK","VIRGINIA",5729,7025,12754,0.550807589775757
"6","ADA","IDAHO",86193,95068,181261,0.524481272860682
"7","ADAIR","IOWA",1067,2205,3272,0.673899755501222
"8","ADAIR","KENTUCKY",1273,5624,6897,0.815426997245179
"9","ADAIR","MISSOURI",2883,5549,8432,0.658088235294118
"10","ADAIR","OKLAHOMA",1529,3362,4891,0.687384992843999
"11","ADAMS","COLORADO",97026,66401,163427,0.406303731941478
"12","ADAMS","IDAHO",427,1291,1718,0.751455180442375
"13","ADAMS","ILLINOIS",5972,18421,24393,0.755175665149838
"14","ADAMS","INDIANA",2842,8322,11164,0.745431744894303
"15","ADAMS","IOWA",518,1152,1670,0.689820359281437
"16","ADAMS","MISSISSIPPI",6156,4535,10691,0.424188569825087
"17","ADAMS","NEBRASKA",3032,7171,10203,0.702832500245026
"18","ADAMS","NORTH DAKOTA",236,878,1114,0.788150807899461
"19","ADAMS","OHIO",1817,6810,8627,0.789382172249913
"20","ADAMS","PENNSYLVANIA",13291,25596,38887,0.65821482757734
"21","ADAMS","WASHINGTON",1104,3116,4220,0.738388625592417
"22","ADAMS","WISCONSIN",4518,4752,9270,0.512621359223301
"23","ADDISON","VERMONT",12269,4186,16455,0.254390762686114
"24","AIKEN","SOUTH CAROLINA",21760,37338,59098,0.631798030390199
"25","AITKIN","MINNESOTA",3401,4466,7867,0.567687809838566
"26","ALACHUA","FLORIDA",70937,43579,114516,0.380549442872612
"27","ALAMANCE","NORTH CAROLINA",24952,31476,56428,0.557808180336003
"28","ALAMEDA","CALIFORNIA",457183,70327,527510,0.133318799643609
"29","ALAMOSA","COLORADO",2875,2977,5852,0.508714969241285
"30","ALBANY","WYOMING",7509,5868,13377,0.438663377438888
"31","ALBEMARLE","VIRGINIA",34409,18807,53216,0.353408749248346
"32","ALCONA","MICHIGAN",1727,3721,5448,0.683002936857562
"33","ALCORN","MISSISSIPPI",1908,8233,10141,0.811852874469973
"34","ALEXANDER","ILLINOIS",1099,1084,2183,0.496564360971141
"35","ALEXANDER","NORTH CAROLINA",3359,10484,13843,0.757350285342772
"36","ALEXANDRIA CITY","VIRGINIA",52006,13569,65575,0.206923370186809
"37","ALFALFA","OKLAHOMA",248,1547,1795,0.861838440111421
"38","ALGER","MICHIGAN",1915,2211,4126,0.535870092098885
"39","ALLAMAKEE","IOWA",2353,3073,5426,0.566347217102838
"40","ALLEGAN","MICHIGAN",18080,28763,46843,0.614029844373759
"41","ALLEGANY","MARYLAND",7393,14851,22244,0.66764071210214
"42","ALLEGANY","NEW YORK",13504,1126,14630,0.0769651401230349
"43","ALLEGHANY","NORTH CAROLINA",1209,3359,4568,0.735332749562172
"44","ALLEGHANY","VIRGINIA",1892,3563,5455,0.653162236480293
"45","ALLEGHENY","PENNSYLVANIA",377782,102697,480479,0.213738789832646
"46","ALLEN","INDIANA",54759,70954,125713,0.564412590583313
"47","ALLEN","KANSAS",1529,2530,4059,0.623306233062331
"48","ALLEN","KENTUCKY",1295,4943,6238,0.79240141070856
"49","ALLEN","LOUISIANA",1434,4268,5702,0.748509294984216
"50","ALLEN","OHIO",11609,24551,36160,0.678954646017699
"51","ALLENDALE","SOUTH CAROLINA",2306,544,2850,0.190877192982456
"52","ALPENA","MICHIGAN",5233,7638,12871,0.593427084142646
"53","ALPINE","CALIFORNIA",420,199,619,0.321486268174475
"54","AMADOR","CALIFORNIA",7206,10285,17491,0.588016694299926
"55","AMELIA","VIRGINIA",1926,3879,5805,0.668217054263566
"56","AMHERST","VIRGINIA",4217,8326,12543,0.663796539902735
"57","AMITE","MISSISSIPPI",2000,3318,5318,0.623918766453554
"58","ANDERSON","KANSAS",770,1785,2555,0.698630136986301
"59","ANDERSON","KENTUCKY",3386,6864,10250,0.669658536585366
"60","ANDERSON","SOUTH CAROLINA",18019,44144,62163,0.710133037337323
"61","ANDERSON","TENNESSEE",8703,16420,25123,0.653584364924571
"62","ANDERSON","TEXAS",3162,11421,14583,0.783172186792841
"63","ANDREW","MISSOURI",1752,5529,7281,0.759373712402143
"64","ANDREWS","TEXAS",656,3419,4075,0.839018404907975
"65","ANGELINA","TEXAS",6706,19231,25937,0.741450437598797
"66","ANNE ARUNDEL","MARYLAND",121930,97087,219017,0.443285224434633
"67","ANOKA","MINNESOTA",74313,83304,157617,0.528521669616856
"68","ANSON","NORTH CAROLINA",4586,3266,7852,0.415944982170148
"69","ANTELOPE","NEBRASKA",354,2149,2503,0.858569716340391
"70","ANTRIM","MICHIGAN",4975,7792,12767,0.610323490248296
"71","APACHE","ARIZONA",16905,8078,24983,0.323339871112356
"72","APPANOOSE","IOWA",2055,2770,4825,0.574093264248705
"73","APPLING","GEORGIA",1316,5345,6661,0.802432067257169
"74","APPOMATTOX","VIRGINIA",1744,4909,6653,0.737862618367654
"75","ARANSAS","TEXAS",2021,6676,8697,0.767621018742095
"76","ARAPAHOE","COLORADO",154743,108926,263669,0.413116445240055
"77","ARCHER","TEXAS",310,3249,3559,0.912896881146389
"78","ARCHULETA","COLORADO",2635,3850,6485,0.593677717810332
"79","ARENAC","MICHIGAN",2858,3307,6165,0.536415247364152
"80","ARKANSAS","ARKANSAS",1406,3428,4834,0.709143566404634
"81","ARLINGTON","VIRGINIA",84506,22046,106552,0.206903671446805
"82","ARMSTRONG","PENNSYLVANIA",7521,16760,24281,0.690251637082492
"83","ARMSTRONG","TEXAS",57,808,865,0.934104046242775
"84","ARTHUR","NEBRASKA",22,208,230,0.904347826086957
"85","ASCENSION","LOUISIANA",11676,26938,38614,0.697622623918786
"86","ASHE","NORTH CAROLINA",3823,7954,11777,0.675384223486457
"87","ASHLAND","OHIO",5968,12673,18641,0.679845501850759
"88","ASHLAND","WISCONSIN",4219,2573,6792,0.378828032979976
"89","ASHLEY","ARKANSAS",1888,4143,6031,0.686950754435417
"90","ASHTABULA","OHIO",13427,18730,32157,0.582454830985477
"91","ASOTIN","WASHINGTON",3570,5527,9097,0.607562932835001
"92","ASSUMPTION","LOUISIANA",2493,3223,5716,0.563855843247026
"93","ATASCOSA","TEXAS",7138,0,7138,0
"94","ATCHISON","KANSAS",2100,3031,5131,0.590723055934516
"95","ATCHISON","MISSOURI",436,1704,2140,0.796261682242991
"96","ATHENS","OHIO",13685,8199,21884,0.374657283860355
"97","ATKINSON","GEORGIA",0,2023,2023,1
"98","ATLANTIC","NEW JERSEY",52917,39118,92035,0.425033954473841
"99","ATOKA","OKLAHOMA",818,3067,3885,0.789446589446589
"100","ATTALA","MISSISSIPPI",2919,0,2919,0
"101","AUDRAIN","MISSOURI",2298,6107,8405,0.726591314693635
"102","AUDUBON","IOWA",1234,1378,2612,0.527565084226646
"103","AUGLAIZE","OHIO",3825,15487,19312,0.80193661971831
"104","AUGUSTA","VIRGINIA",8371,21412,29783,0.71893361985025
"105","AURORA","SOUTH DAKOTA",443,728,1171,0.621690862510675
"106","AUSTIN","TEXAS",2047,8763,10810,0.81063829787234
"107","AUTAUGA","ALABAMA",6221,13400,19621,0.682941746088375
"108","AVERY","NORTH CAROLINA",1545,4945,6490,0.761941448382126
"109","AVOYELLES","LOUISIANA",2816,7417,10233,0.724811883123229
"110","BACA","COLORADO",320,1543,1863,0.828234031132582
"111","BACON","GEORGIA",485,3260,3745,0.870493991989319
"112","BAILEY","TEXAS",354,1234,1588,0.777078085642317
"113","BAKER","FLORIDA",1966,8448,10414,0.81121567121183
"114","BAKER","GEORGIA",649,606,1255,0.482868525896414
"115","BAKER","OREGON",1894,6004,7898,0.760192453785768
"116","BALDWIN","ALABAMA",17779,59992,77771,0.771392935670108
"117","BALDWIN","GEORGIA",7441,7839,15280,0.513023560209424
"118","BALLARD","KENTUCKY",1027,2413,3440,0.701453488372093
"119","BALTIMORE","MARYLAND",200174,112337,312511,0.359465746805712
"120","BALTIMORE CITY","MARYLAND",161419,16704,178123,0.0937778950500497
"121","BAMBERG","SOUTH CAROLINA",2848,1484,4332,0.342566943674977
"122","BANDERA","TEXAS",1896,7519,9415,0.798619224641529
"123","BANKS","GEORGIA",676,6070,6746,0.899792469611622
"124","BANNER","NEBRASKA",53,258,311,0.829581993569132
"125","BANNOCK","IDAHO",12423,16370,28793,0.568540964817838
"126","BARAGA","MICHIGAN",1309,1916,3225,0.594108527131783
"127","BARBER","KANSAS",297,1452,1749,0.830188679245283
"128","BARBOUR","ALABAMA",4162,4191,8353,0.501735903268287
"129","BARBOUR","WEST VIRGINIA",1453,3425,4878,0.702132021320213
"130","BARNES","NORTH DAKOTA",1992,2785,4777,0.583001884027632
"131","BARNSTABLE","MASSACHUSETTS",72289,45535,117824,0.386466254752852
"132","BARNWELL","SOUTH CAROLINA",3400,3900,7300,0.534246575342466
"133","BARREN","KENTUCKY",3744,10812,14556,0.742786479802143
"134","BARRON","WISCONSIN",7228,10931,18159,0.601960460377774
"135","BARROW","GEORGIA",6789,20241,27030,0.748834628190899
"136","BARRY","MICHIGAN",8730,16803,25533,0.658089531194924
"137","BARRY","MISSOURI",2558,9261,11819,0.783568829850241
"138","BARTHOLOMEW","INDIANA",9607,16163,25770,0.627202173069461
"139","BARTON","KANSAS",2179,6348,8527,0.744458777999296
"140","BARTON","MISSOURI",670,4196,4866,0.862309905466502
"141","BARTOW","GEORGIA",8310,28524,36834,0.774393223652061
"142","BASTROP","TEXAS",11202,15019,26221,0.572785172190229
"143","BATES","MISSOURI",1591,4893,6484,0.754626773596545
"144","BATH","KENTUCKY",1776,2768,4544,0.609154929577465
"145","BATH","VIRGINIA",526,1216,1742,0.69804822043628
"146","BAXTER","ARKANSAS",3189,10712,13901,0.770592043737861
"147","BAY","FLORIDA",15834,47366,63200,0.749462025316456
"148","BAY","MICHIGAN",24523,18577,43100,0.431020881670534
"149","BAYFIELD","WISCONSIN",5207,3490,8697,0.401287800390939
"150","BAYLOR","TEXAS",131,1083,1214,0.892092257001647
"151","BEADLE","SOUTH DAKOTA",1983,3825,5808,0.658574380165289
"152","BEAR LAKE","IDAHO",291,1844,2135,0.863700234192037
"153","BEAUFORT","NORTH CAROLINA",0,14470,14470,1
"154","BEAUFORT","SOUTH CAROLINA",33095,37552,70647,0.531544156156666
"155","BEAUREGARD","LOUISIANA",1626,8181,9807,0.834200061180789
"156","BEAVER","OKLAHOMA",187,1608,1795,0.895821727019499
"157","BEAVER","PENNSYLVANIA",32821,35108,67929,0.516833752889046
"158","BEAVER","UTAH",277,1769,2046,0.864613880742913
"159","BEAVERHEAD","MONTANA",1681,3113,4794,0.649353358364622
"160","BECKER","MINNESOTA",7664,7083,14747,0.480301078185394
"161","BECKHAM","OKLAHOMA",982,4720,5702,0.827779726411785
"162","BEDFORD","PENNSYLVANIA",3489,15311,18800,0.814414893617021
"163","BEDFORD","TENNESSEE",3045,8715,11760,0.741071428571429
"164","BEDFORD","VIRGINIA",9173,26220,35393,0.740824456813494
"165","BEE","TEXAS",2862,4183,7045,0.59375443577005
"166","BELKNAP","NEW HAMPSHIRE",12256,14125,26381,0.535423221257723
"167","BELL","KENTUCKY",1320,6155,7475,0.823411371237458
"168","BELL","TEXAS",38058,46859,84917,0.551821190103277
"169","BELMONT","OHIO",8164,16662,24826,0.671151212438572
"170","BELTRAMI","MINNESOTA",9612,8046,17658,0.45565749235474
"171","BEN HILL","GEORGIA",0,4320,4320,1
"172","BENEWAH","IDAHO",894,2471,3365,0.734323922734027
"173","BENNETT","SOUTH DAKOTA",438,604,1042,0.579654510556622
"174","BENNINGTON","VERMONT",9723,3939,13662,0.288317962231006
"175","BENSON","NORTH DAKOTA",1225,909,2134,0.425960637300843
"176","BENT","COLORADO",651,1208,1859,0.649811726734804
"177","BENTON","ARKANSAS",23805,51473,75278,0.683772151226122
"178","BENTON","INDIANA",795,2128,2923,0.728019158398905
"179","BENTON","IOWA",4698,6465,11163,0.579145391023918
"180","BENTON","MINNESOTA",5800,10081,15881,0.63478370379699
"181","BENTON","MISSISSIPPI",1160,1618,2778,0.582433405327574
"182","BENTON","MISSOURI",2145,5966,8111,0.735544322524966
"183","BENTON","OREGON",30220,12054,42274,0.285139802242513
"184","BENTON","TENNESSEE",1483,3561,5044,0.705987311657415
"185","BENTON","WASHINGTON",28285,46521,74806,0.621888618560009
"186","BENZIE","MICHIGAN",4551,5127,9678,0.52975821450713
"187","BERGEN","NEW JERSEY",210574,121579,332153,0.366033123289568
"188","BERKELEY","SOUTH CAROLINA",31698,33963,65661,0.517247681271988
"189","BERKELEY","WEST VIRGINIA",11961,20129,32090,0.627267061389841
"190","BERKS","PENNSYLVANIA",72555,71181,143736,0.495220404074136
"191","BERKSHIRE","MASSACHUSETTS",44678,0,44678,0
"192","BERNALILLO","NEW MEXICO",143756,85218,228974,0.372173259846096
"193","BERRIEN","GEORGIA",0,5633,5633,1
"194","BERRIEN","MICHIGAN",26679,33033,59712,0.55320538585209
"195","BERTIE","NORTH CAROLINA",4419,2471,6890,0.358635703918723
"196","BEXAR","TEXAS",324364,128739,453103,0.284127450049989
"197","BIBB","ALABAMA",1559,5299,6858,0.772674249052202
"198","BIBB","GEORGIA",27750,26234,53984,0.48595880260818
"199","BIENVILLE","LOUISIANA",2006,2803,4809,0.582865460594718
"200","BIG HORN","MONTANA",2865,1705,4570,0.37308533916849
"201","BIG HORN","WYOMING",649,3359,4008,0.838073852295409
"202","BIG STONE","MINNESOTA",1420,1158,2578,0.449185415050427
"203","BILLINGS","NORTH DAKOTA",76,469,545,0.860550458715596
"204","BINGHAM","IDAHO",3054,9927,12981,0.764733071412064
"205","BLACK HAWK","IOWA",29667,22103,51770,0.426946107784431
"206","BLACKFORD","INDIANA",1114,2712,3826,0.708834291688447
"207","BLADEN","NORTH CAROLINA",5914,6712,12626,0.531601457310312
"208","BLAINE","IDAHO",6764,3670,10434,0.351734713436841
"209","BLAINE","MONTANA",1742,1173,2915,0.402401372212693
"210","BLAINE","NEBRASKA",37,224,261,0.85823754789272
"211","BLAINE","OKLAHOMA",628,2310,2938,0.786249149081008
"212","BLAIR","PENNSYLVANIA",12497,30851,43348,0.711705268985882
"213","BLANCO","TEXAS",1511,4156,5667,0.733368625374978
"214","BLAND","VIRGINIA",505,1950,2455,0.794297352342159
"215","BLECKLEY","GEORGIA",0,4100,4100,1
"216","BLEDSOE","TENNESSEE",975,2895,3870,0.748062015503876
"217","BLOUNT","ALABAMA",1957,17420,19377,0.899003973783351
"218","BLOUNT","TENNESSEE",12642,33361,46003,0.725191835315088
"219","BLUE EARTH","MINNESOTA",15945,11920,27865,0.427776780907949
"220","BOISE","IDAHO",800,2346,3146,0.745708836617928
"221","BOLIVAR","MISSISSIPPI",7898,0,7898,0
"222","BOLLINGER","MISSOURI",764,3965,4729,0.838443645591034
"223","BON HOMME","SOUTH DAKOTA",940,1674,2614,0.640397857689365
"224","BOND","ILLINOIS",2255,4298,6553,0.655882801770182
"225","BONNER","IDAHO",6061,11067,17128,0.646134983652499
"226","BONNEVILLE","IDAHO",9446,25370,34816,0.728687959558823
"227","BOONE","ARKANSAS",2239,9132,11371,0.803095594055052
"228","BOONE","ILLINOIS",7465,10530,17995,0.585162545151431
"229","BOONE","INDIANA",9535,17768,27303,0.650770977548255
"230","BOONE","IOWA",6353,5350,11703,0.457147739895753
"231","BOONE","KENTUCKY",12548,27912,40460,0.689866534849234
"232","BOONE","MISSOURI",39830,32797,72627,0.451581367810869
"233","BOONE","NEBRASKA",387,1903,2290,0.831004366812227
"234","BOONE","WEST VIRGINIA",3357,3272,6629,0.493588776587721
"235","BORDEN","TEXAS",13,325,338,0.961538461538462
"236","BOSQUE","TEXAS",1294,5664,6958,0.814027019258408
"237","BOSSIER","LOUISIANA",8084,24759,32843,0.753859269859635
"238","BOTETOURT","VIRGINIA",4258,11261,15519,0.725626651201753
"239","BOTTINEAU","NORTH DAKOTA",806,2316,3122,0.741832158872518
"240","BOULDER","COLORADO",130071,38116,168187,0.226628693061889
"241","BOUNDARY","IDAHO",929,3005,3934,0.763853584138282
"242","BOURBON","KANSAS",1430,3172,4602,0.689265536723164
"243","BOURBON","KENTUCKY",3123,4922,8045,0.611808576755749
"244","BOWIE","TEXAS",7512,20417,27929,0.731032260374521
"245","BOWMAN","NORTH DAKOTA",253,1331,1584,0.840277777777778
"246","BOX BUTTE","NEBRASKA",939,2688,3627,0.74110835401158
"247","BOX ELDER","UTAH",2453,14456,16909,0.85492932757703
"248","BOYD","KENTUCKY",5787,8912,14699,0.606299748282196
"249","BOYD","NEBRASKA",105,824,929,0.88697524219591
"250","BOYLE","KENTUCKY",3828,6479,10307,0.628601921024546
"251","BRACKEN","KENTUCKY",790,1947,2737,0.711362805991962
"252","BRADFORD","FLORIDA",2460,7983,10443,0.764435507038207
"253","BRADFORD","PENNSYLVANIA",5735,14305,20040,0.713822355289421
"254","BRADLEY","ARKANSAS",937,1832,2769,0.661610689779704
"255","BRADLEY","TENNESSEE",7270,23702,30972,0.765271858452796
"256","BRANCH","MICHIGAN",5097,9937,15034,0.66096847146468
"257","BRANTLEY","GEORGIA",529,5084,5613,0.905754498485658
"258","BRAXTON","WEST VIRGINIA",1749,2218,3967,0.559112679606756
"259","BRAZORIA","TEXAS",42181,66638,108819,0.612374677216295
"260","BRAZOS","TEXAS",24367,38075,62442,0.609765862720605
"261","BREATHITT","KENTUCKY",1367,3140,4507,0.696694031506545
"262","BRECKINRIDGE","KENTUCKY",1945,5573,7518,0.741287576483107
"263","BREMER","IOWA",5182,5908,11090,0.53273219116321
"264","BREVARD","FLORIDA",112989,167649,280638,0.597385243623458
"265","BREWSTER","TEXAS",2041,1940,3981,0.487314745038935
"266","BRISCOE","TEXAS",57,558,615,0.907317073170732
"267","BRISTOL","MASSACHUSETTS",133439,22444,155883,0.143979779706575
"268","BRISTOL","RHODE ISLAND",13493,7568,21061,0.359337163477518
"269","BRISTOL CITY","VIRGINIA",1751,3521,5272,0.667867981790592
"270","BROADWATER","MONTANA",897,2249,3146,0.714876033057851
"271","BRONX","NEW YORK",253422,14712,268134,0.0548680883438878
"272","BROOKE","WEST VIRGINIA",2298,5360,7658,0.699921650561504
"273","BROOKINGS","SOUTH DAKOTA",4717,6418,11135,0.576380781320162
"274","BROOKS","GEORGIA",0,4167,4167,1
"275","BROOKS","TEXAS",1508,338,1846,0.183098591549296
"276","BROOME","NEW YORK",37314,28996,66310,0.437279445030915
"277","BROOMFIELD","COLORADO",20290,13019,33309,0.390855324386802
"278","BROWARD","FLORIDA",444766,174865,619631,0.282208282025915
"279","BROWN","ILLINOIS",350,1541,1891,0.814912744579588
"280","BROWN","INDIANA",3002,4169,7171,0.581369404546088
"281","BROWN","KANSAS",1006,2137,3143,0.679923639834553
"282","BROWN","MINNESOTA",4574,7136,11710,0.609393680614859
"283","BROWN","NEBRASKA",159,1200,1359,0.883002207505519
"284","BROWN","OHIO",3324,11409,14733,0.774384035837915
"285","BROWN","SOUTH DAKOTA",5482,8346,13828,0.603557998264391
"286","BROWN","TEXAS",1448,10555,12003,0.879363492460218
"287","BROWN","WISCONSIN",45320,69402,114722,0.60495807255801
"288","BRULE","SOUTH DAKOTA",814,1231,2045,0.601955990220049
"289","BRUNSWICK","NORTH CAROLINA",22840,35312,58152,0.607236208556885
"290","BRUNSWICK","VIRGINIA",3666,2463,6129,0.401860009789525
"291","BRYAN","GEORGIA",4307,10585,14892,0.71078431372549
"292","BRYAN","OKLAHOMA",3103,7711,10814,0.713057148141298
"293","BUCHANAN","IOWA",3977,4166,8143,0.511605059560359
"294","BUCHANAN","MISSOURI",10422,18471,28893,0.639289793375558
"295","BUCHANAN","VIRGINIA",1824,4149,5973,0.694625816172778
"296","BUCKINGHAM","VIRGINIA",2737,3363,6100,0.551311475409836
"297","BUCKS","PENNSYLVANIA",141577,152461,294038,0.518507811915467
"298","BUENA VISTA","IOWA",3178,3228,6406,0.503902591320637
"299","BUENA VISTA CITY","VIRGINIA",564,1191,1755,0.678632478632479
"300","BUFFALO","NEBRASKA",4503,11837,16340,0.724418604651163
"301","BUFFALO","SOUTH DAKOTA",330,172,502,0.342629482071713
"302","BUFFALO","WISCONSIN",3339,2587,5926,0.436550793115086
"303","BULLITT","KENTUCKY",7810,18205,26015,0.699788583509514
"304","BULLOCH","GEORGIA",8473,14952,23425,0.6382924226254
"305","BULLOCK","ALABAMA",2830,850,3680,0.230978260869565
"306","BUNCOMBE","NORTH CAROLINA",73275,44458,117733,0.377617150671435
"307","BUREAU","ILLINOIS",5234,8408,13642,0.616331916141328
"308","BURKE","GEORGIA",4114,4492,8606,0.521961422263537
"309","BURKE","NORTH CAROLINA",9208,18524,27732,0.667964806000289
"310","BURKE","NORTH DAKOTA",151,779,930,0.837634408602151
"311","BURLEIGH","NORTH DAKOTA",12623,30977,43600,0.710481651376147
"312","BURLESON","TEXAS",1351,5147,6498,0.792089873807325
"313","BURLINGTON","NEW JERSEY",111894,75032,186926,0.4013994842879
"314","BURNET","TEXAS",4138,13987,18125,0.771696551724138
"315","BURNETT","WISCONSIN",2800,4630,7430,0.623149394347241
"316","BURT","NEBRASKA",789,2130,2919,0.729701952723535
"317","BUTLER","ALABAMA",3693,4414,8107,0.544467743925003
"318","BUTLER","IOWA",2199,3675,5874,0.625638406537283
"319","BUTLER","KANSAS",7568,16302,23870,0.68294930875576
"320","BUTLER","KENTUCKY",749,3839,4588,0.836748038360942
"321","BUTLER","MISSOURI",2616,11060,13676,0.808715998830067
"322","BUTLER","NEBRASKA",634,2836,3470,0.817291066282421
"323","BUTLER","OHIO",50247,84891,135138,0.628180082582249
"324","BUTLER","PENNSYLVANIA",28499,50376,78875,0.63868145800317
"325","BUTTE","CALIFORNIA",48127,41063,89190,0.460399147886534
"326","BUTTE","IDAHO",175,836,1011,0.826904055390702
"327","BUTTE","SOUTH DAKOTA",836,2799,3635,0.770013755158184
"328","BUTTS","GEORGIA",2372,6336,8708,0.727606798346348
"329","CABARRUS","NORTH CAROLINA",32440,41512,73952,0.56133708351363
"330","CABELL","WEST VIRGINIA",14104,14813,28917,0.512259224677525
"331","CACHE","UTAH",7587,24188,31775,0.761227380015736
"332","CADDO","LOUISIANA",33962,38651,72613,0.532287606902345
"333","CADDO","OKLAHOMA",2308,5021,7329,0.685086642106699
"334","CALAVERAS","CALIFORNIA",9006,12518,21524,0.581583348819922
"335","CALCASIEU","LOUISIANA",20459,38206,58665,0.651257137986875
"336","CALDWELL","KENTUCKY",1474,3476,4950,0.702222222222222
"337","CALDWELL","LOUISIANA",449,2532,2981,0.849379402884938
"338","CALDWELL","MISSOURI",757,2893,3650,0.792602739726027
"339","CALDWELL","NORTH CAROLINA",6701,19212,25913,0.741403928530081
"340","CALDWELL","TEXAS",5268,5798,11066,0.52394722573649
"341","CALEDONIA","VERMONT",7080,4054,11134,0.364109933536914
"342","CALHOUN","ALABAMA",12178,24695,36873,0.669731239660456
"343","CALHOUN","ARKANSAS",483,1268,1751,0.724157624214734
"344","CALHOUN","FLORIDA",925,3666,4591,0.798518841211065
"345","CALHOUN","GEORGIA",1287,586,1873,0.312867058195408
"346","CALHOUN","ILLINOIS",811,1447,2258,0.640832595217006
"347","CALHOUN","IOWA",1842,2318,4160,0.557211538461538
"348","CALHOUN","MICHIGAN",20857,26630,47487,0.560785056962958
"349","CALHOUN","MISSISSIPPI",1303,3332,4635,0.718878101402373
"350","CALHOUN","SOUTH CAROLINA",2998,2880,5878,0.489962572303505
"351","CALHOUN","TEXAS",1767,4159,5926,0.701822477219035
"352","CALHOUN","WEST VIRGINIA",776,1198,1974,0.606889564336373
"353","CALLAHAN","TEXAS",519,4416,4935,0.89483282674772
"354","CALLAWAY","MISSOURI",4799,11916,16715,0.712892611426862
"355","CALLOWAY","KENTUCKY",4809,7818,12627,0.619149441672606
"356","CALUMET","WISCONSIN",7647,15806,23453,0.67394363194474
"357","CALVERT","MARYLAND",18891,18996,37887,0.501385699580331
"358","CAMAS","IDAHO",133,392,525,0.746666666666667
"359","CAMBRIA","PENNSYLVANIA",18579,30855,49434,0.624165554072096
"360","CAMDEN","GEORGIA",5725,11167,16892,0.661082169074118
"361","CAMDEN","MISSOURI",4424,15031,19455,0.77260344384477
"362","CAMDEN","NEW JERSEY",123530,54859,178389,0.307524567097747
"363","CAMDEN","NORTH CAROLINA",0,3298,3298,1
"364","CAMERON","LOUISIANA",254,2109,2363,0.892509521794329
"365","CAMERON","PENNSYLVANIA",527,1242,1769,0.702091577162239
"366","CAMERON","TEXAS",50226,26632,76858,0.34650914673814
"367","CAMP","TEXAS",1073,2778,3851,0.721371072448715
"368","CAMPBELL","KENTUCKY",13111,19605,32716,0.599248074336716
"369","CAMPBELL","SOUTH DAKOTA",108,601,709,0.847672778561354
"370","CAMPBELL","TENNESSEE",1950,7638,9588,0.796620775969963
"371","CAMPBELL","VIRGINIA",6045,15829,21874,0.72364450946329
"372","CAMPBELL","WYOMING",1680,10291,11971,0.85966084704703
"373","CANADIAN","OKLAHOMA",12630,32505,45135,0.720172814888667
"374","CANDLER","GEORGIA",954,2543,3497,0.727194738347155
"375","CANNON","TENNESSEE",1002,3043,4045,0.752286773794808
"376","CANYON","IDAHO",17690,40512,58202,0.696058554688842
"377","CAPE GIRARDEAU","MISSOURI",8048,23687,31735,0.7463998739562
"378","CAPE MAY","NEW JERSEY",21595,19003,40598,0.468077245184492
"379","CARBON","MONTANA",2442,3450,5892,0.585539714867617
"380","CARBON","PENNSYLVANIA",8902,13448,22350,0.601700223713647
"381","CARBON","UTAH",1804,4726,6530,0.723736600306279
"382","CARBON","WYOMING",1410,3234,4644,0.696382428940568
"383","CARIBOU","IDAHO",323,1916,2239,0.855739169271996
"384","CARLISLE","KENTUCKY",603,1703,2306,0.738508239375542
"385","CARLTON","MINNESOTA",8260,7090,15350,0.461889250814332
"386","CAROLINE","MARYLAND",3874,7385,11259,0.655919708677502
"387","CAROLINE","VIRGINIA",5575,5775,11350,0.508810572687225
"388","CARROLL","ARKANSAS",3094,5663,8757,0.646682653876898
"389","CARROLL","GEORGIA",11931,29242,41173,0.710222718772011
"390","CARROLL","ILLINOIS",3169,2798,5967,0.468912351265292
"391","CARROLL","INDIANA",1942,4944,6886,0.717978507115887
"392","CARROLL","IOWA",4075,4652,8727,0.533058324739315
"393","CARROLL","KENTUCKY",1350,1904,3254,0.585125998770744
"394","CARROLL","MARYLAND",24485,47320,71805,0.659007032936425
"395","CARROLL","MISSISSIPPI",1738,0,1738,0
"396","CARROLL","MISSOURI",569,3064,3633,0.843380126617121
"397","CARROLL","NEW HAMPSHIRE",12146,11464,23610,0.485556967386701
"398","CARROLL","OHIO",2851,7363,10214,0.72087331114157
"399","CARROLL","TENNESSEE",1926,6391,8317,0.768426115185764
"400","CARROLL","VIRGINIA",2551,8052,10603,0.759407714797699
"401","CARSON","TEXAS",196,2209,2405,0.918503118503118
"402","CARSON CITY","NEVADA",8983,13624,22607,0.602645198389879
"403","CARTER","KENTUCKY",2787,5621,8408,0.668529971455756
"404","CARTER","MISSOURI",402,1870,2272,0.82306338028169
"405","CARTER","MONTANA",100,636,736,0.864130434782609
"406","CARTER","OKLAHOMA",3608,9918,13526,0.733254472867071
"407","CARTER","TENNESSEE",3240,14259,17499,0.814846562660723
"408","CARTERET","NORTH CAROLINA",0,23442,23442,1
"409","CARVER","MINNESOTA",22149,28445,50594,0.562220816697632
"410","CASCADE","MONTANA",15826,17219,33045,0.521077318807686
"411","CASEY","KENTUCKY",630,4141,4771,0.867952211276462
"412","CASS","ILLINOIS",1314,3195,4509,0.708582834331337
