"","v2clacjstw","v2clacjstm","v2clkill","v2cltort"
"1",-0.874,-1.116,0.305,-1.599
"2",-0.874,-1.116,0.305,-1.599
"3",-0.874,-1.116,0.305,-1.599
"4",-0.874,-1.116,0.305,-1.599
"5",-0.874,-1.116,0.305,-1.599
"6",-0.874,-1.116,0.305,-1.599
"7",-0.874,-1.116,0.305,-1.599
"8",-0.874,-1.116,0.305,-1.599
"9",-0.874,-1.116,0.305,-1.599
"10",-0.874,-1.116,0.305,-1.599
"11",-0.874,-1.116,0.305,-1.599
"12",-0.874,-1.116,0.305,-1.599
"13",-0.874,-1.116,0.305,-1.599
"14",-0.874,-1.116,0.305,-1.599
"15",-0.874,-1.116,0.305,-1.599
"16",-0.874,-1.116,0.305,-1.599
"17",-0.874,-1.116,0.305,-1.599
"18",-0.874,-1.116,0.305,-1.599
"19",-0.874,-1.116,0.305,-1.599
"20",-0.874,-1.116,0.305,-1.599
"21",-0.874,-1.116,0.305,0.395
"22",-0.874,-1.116,0.305,-0.274
"23",-0.874,-1.116,0.305,-0.274
"24",-0.874,-1.116,0.305,-0.274
"25",-0.874,-1.116,0.305,-0.274
"26",-0.874,-1.116,0.305,-0.274
"27",-0.874,-1.116,0.305,-0.274
"28",-0.874,-1.116,0.305,-0.884
"29",-0.874,-1.116,0.305,-0.884
"30",-0.874,-1.116,0.305,-0.884
"31",-0.874,-1.116,0.305,-0.884
"32",-0.874,-1.116,0.305,-1.253
"33",-1.043,-1.181,0.305,-1.253
"34",-1.043,-1.181,0.305,-1.253
"35",-1.043,-1.181,0.305,-1.253
"36",-1.043,-1.181,0.305,-1.253
"37",-1.043,-1.181,0.305,-1.253
"38",-1.043,-1.181,0.305,-1.253
"39",-1.043,-1.181,0.305,-1.253
"40",-1.043,-1.181,0.305,-1.253
"41",-1.043,-1.181,0.305,-1.253
"42",-1.043,-1.181,0.305,-1.253
"43",-1.043,-1.181,0.305,-1.253
"44",-1.043,-1.181,0.305,-1.253
"45",-1.043,-1.181,0.305,-1.253
"46",-1.043,-1.181,0.305,-1.253
"47",-1.043,-1.181,0.305,-1.253
"48",-1.043,-1.181,0.305,-1.253
"49",-1.043,-1.181,0.305,-1.253
"50",-1.043,-1.181,0.305,-1.253
"51",-1.043,-1.181,0.305,-1.253
"52",-1.043,-1.181,0.305,-1.253
"53",-1.043,-1.181,0.305,-1.253
"54",-1.043,-1.181,0.305,-1.253
"55",-1.043,-1.181,0.305,-1.253
"56",-1.043,-1.181,0.305,-1.253
"57",-1.043,-1.181,0.305,-1.253
"58",-1.043,-1.181,0.305,-1.253
"59",-1.043,-1.181,0.305,-1.253
"60",-1.043,-1.181,0.305,-1.253
"61",-1.043,-1.181,0.305,-1.253
"62",-1.043,-1.181,0.305,-1.253
"63",-1.043,-1.181,0.305,-1.253
"64",-1.043,-1.181,0.305,-1.253
"65",-1.043,-1.181,0.305,-1.253
"66",-1.043,-1.181,0.305,-1.253
"67",-1.043,-1.181,0.305,-1.253
"68",-1.043,-1.181,0.305,-1.253
"69",-1.043,-1.181,0.305,-1.253
"70",-1.043,-1.181,-1.565,-1.253
"71",-1.043,-1.181,-1.565,-1.253
"72",-1.043,-1.181,-0.748,-1.253
"73",-1.043,-1.181,-0.748,-1.253
"74",-1.043,-1.181,-0.748,-1.253
"75",-1.043,-1.181,-0.748,-1.253
"76",-1.043,-1.181,-0.748,-1.253
"77",-1.043,-1.181,-0.748,-1.253
"78",-1.043,-1.181,-0.748,-1.253
"79",-1.043,-1.181,-0.748,-1.253
"80",-1.043,-1.181,-0.546,-1.253
"81",-1.043,-1.181,-0.546,-1.253
"82",-1.043,-1.181,-0.546,-1.253
"83",-1.043,-1.181,-0.546,-1.253
"84",-1.043,-1.181,-0.546,-1.253
"85",-1.043,-1.181,-0.546,-1.253
"86",-1.043,-1.181,-0.546,-1.253
"87",-1.043,-1.181,-0.546,-1.253
"88",-1.043,-1.181,-0.546,-1.253
"89",-1.043,-1.181,-0.546,-1.253
"90",-1.043,-1.181,-0.546,-1.253
"91",-1.043,-1.181,-0.546,-1.253
"92",-1.043,-1.181,-0.546,-1.253
"93",-1.043,-1.181,-0.546,-1.253
"94",-1.043,-1.181,-0.546,-1.253
"95",-1.043,-1.181,-0.546,-1.253
"96",-1.043,-1.181,-0.546,-1.253
"97",-1.043,-1.181,-0.546,-1.253
"98",-1.043,-1.181,-0.546,-1.253
"99",-1.043,-1.181,-0.546,-1.253
"100",-1.043,-1.181,-0.546,-1.253
"101",-1.043,-1.181,-0.546,-1.253
"102",-1.043,-1.181,-0.546,-1.253
"103",-1.043,-1.181,-0.546,-1.253
"104",-1.043,-1.181,-0.546,-1.253
"105",-1.043,-1.181,-0.546,-1.253
"106",-1.043,-1.181,-0.546,-1.253
"107",-1.043,-1.181,-0.546,-1.253
"108",-1.043,-1.181,-0.546,-1.253
"109",-1.043,-1.181,-0.546,-1.253
"110",-1.043,-1.181,-0.546,-1.253
"111",-1.043,-1.181,-0.546,-1.253
"112",-1.043,-1.181,-0.546,-1.253
"113",-1.043,-1.181,-0.546,-1.253
"114",-1.043,-1.181,-0.546,-1.253
"115",-1.043,-1.181,-0.546,-1.253
"116",-1.043,-1.181,-0.546,-1.253
"117",-1.043,-1.181,-0.546,-1.253
"118",-1.043,-1.181,-0.546,-1.253
"119",-1.043,-1.181,-0.546,-1.253
"120",-1.043,-1.181,-0.546,-1.253
"121",-1.043,-1.181,-0.546,-1.253
"122",-1.043,-1.122,-0.861,-1.444
"123",-1.043,-1.122,-1.928,-1.301
"124",-1.043,-1.122,-1.928,-1.301
"125",-1.043,-1.122,-3.044,-1.627
"126",-1.043,-1.122,-3.044,-1.627
"127",-1.043,-1.122,-2.454,-1.627
"128",-1.043,-1.122,-2.078,-1.264
"129",-1.043,-1.095,-1.685,-1.264
"130",-0.887,-0.839,-1.685,-1.264
"131",-0.887,-0.839,-1.685,-1.264
"132",-0.887,-0.839,-1.685,-1.084
"133",-0.637,-0.839,-1.192,-0.512
"134",-0.637,-0.839,-1.192,-0.512
"135",-0.637,-0.839,-1.192,-0.512
"136",-0.637,-0.839,-1.192,-0.512
"137",-0.637,-0.839,-1.192,-0.512
"138",-0.637,-0.839,-1.192,-0.512
"139",-0.637,-0.839,-1.192,-0.512
"140",-0.637,-0.839,-1.192,-0.512
"141",-0.637,-0.55,-0.706,-0.512
"142",-0.455,-0.386,-0.706,-0.512
"143",-0.455,-0.386,-0.706,-0.512
"144",-0.455,-0.386,-0.706,-0.512
"145",-0.455,-0.386,-0.706,-0.512
"146",-0.455,-0.386,-0.706,-0.512
"147",-0.455,-0.386,-0.369,-0.512
"148",-0.455,-0.386,-0.369,-0.512
"149",-0.455,-0.386,-0.369,-0.512
"150",-0.455,-0.386,-0.369,-0.512
"151",-0.455,-0.386,-0.369,-0.512
"152",-0.455,-0.386,-0.369,-0.512
"153",-0.455,-0.386,-0.369,-0.512
"154",-0.455,-0.386,-0.369,-0.512
"155",-0.455,-0.386,-0.369,-0.512
"156",-0.455,-0.386,-0.369,-0.512
"157",-0.455,-0.386,-0.369,-0.512
"158",-0.455,-0.386,-0.369,-0.512
"159",-0.455,-0.386,-0.369,-0.512
"160",-0.455,-0.386,-0.369,-0.512
"161",-0.455,-0.386,-0.369,-0.512
"162",-0.455,-0.386,-0.369,-0.512
"163",-0.455,-0.386,-0.369,-0.512
"164",-0.455,-0.386,-0.369,-0.512
"165",-0.455,-0.386,-0.159,-0.512
"166",-0.455,-0.386,-0.159,-0.512
"167",-0.455,-0.386,-0.159,-0.512
"168",-0.455,-0.386,-0.159,-0.512
"169",-0.455,-0.386,-0.159,-0.512
"170",-0.455,-0.386,-0.159,-0.68
"171",-0.455,-0.386,-0.36,-0.68
"172",-0.455,-0.386,-0.36,-0.68
"173",-0.455,-0.386,-0.36,-0.68
"174",-0.455,-0.386,-0.36,-0.68
"175",-0.455,-0.386,-0.36,-0.68
"176",-0.455,-0.386,-0.36,-1.011
"177",-0.455,-0.386,-0.36,-1.011
"178",-0.455,-0.386,-0.36,-1.011
"179",-0.455,-0.386,-0.36,-1.011
"180",-0.455,-0.386,-0.36,-1.011
"181",-0.455,-0.386,-0.36,-1.011
"182",-0.455,-0.386,-0.36,-1.011
"183",-0.455,-0.386,-0.36,-1.011
"184",-0.455,-0.386,-0.36,-1.011
"185",-0.455,-0.386,-0.36,-1.011
"186",-0.455,-0.386,-0.36,-1.011
"187",-0.455,-0.386,-0.36,-1.011
"188",-0.455,-0.386,-0.36,-1.011
"189",-0.455,-0.289,0.108,-0.511
"190",-0.455,-0.289,0.108,-0.511
"191",-0.455,-0.289,0.108,-0.511
"192",-0.455,-0.289,0.108,-0.511
"193",-0.298,-0.289,0.108,-0.511
"194",-0.298,-0.289,0.108,-0.511
"195",-0.298,-0.289,0.108,-0.511
"196",-0.298,-0.289,0.108,-0.511
"197",-0.298,-0.289,0.108,-0.511
"198",-0.298,-0.289,0.108,-0.511
"199",-0.298,-0.289,0.108,-0.511
"200",-0.298,-0.289,0.108,-0.511
"201",-0.298,-0.289,0.334,-0.511
"202",-0.298,-0.289,0.334,-0.511
"203",-0.298,-0.289,0.334,-0.3
"204",-0.298,-0.289,0.334,-0.3
"205",-0.298,-0.289,0.334,-0.3
"206",-0.298,-0.289,0.334,-0.3
"207",-0.203,-0.289,0.707,-0.3
"208",-0.203,-0.289,0.707,-0.3
"209",-0.203,-0.289,0.707,-0.3
"210",-0.203,-0.289,0.707,-0.3
"211",-0.203,-0.289,0.707,-0.3
"212",-0.203,-0.289,0.906,-0.3
"213",-0.203,-0.289,0.906,-0.442
"214",-0.203,-0.289,0.906,-0.442
"215",-0.203,-0.289,0.906,-0.442
"216",-0.203,-0.289,0.906,-0.442
"217",-0.203,-0.289,0.906,-0.442
"218",-0.203,-0.289,0.712,-0.757
"219",-0.203,-0.289,0.789,-0.531
"220",-0.203,-0.289,0.789,-0.531
"221",-0.203,-0.289,0.789,-0.531
"222",-0.203,-0.289,0.738,-0.689
"223",-0.203,-0.289,0.738,-0.689
"224",-0.203,-0.289,0.766,-0.689
"225",-0.186,-0.254,0.791,-0.69
"226",-0.186,-0.254,0.69,-0.753
"227",-0.186,-0.254,0.766,-0.586
"228",-0.186,-0.254,0.766,-0.586
"229",-0.186,-0.254,0.724,-0.544
"230",-0.346,-0.542,0.724,-0.544
"231",-0.346,-0.542,0.612,-0.558
"232",-0.346,-0.542,0.612,-0.558
"233",-0.346,-0.542,0.716,-0.558
"234",-0.346,-0.542,0.716,-0.558
"235",-0.346,-0.542,0.716,-0.558
"236",-0.092,-0.318,-0.008,-0.558
"237",1.145,0.516,0.793,0.931
"238",1.145,0.516,0.793,0.931
"239",1.145,0.516,0.793,0.931
"240",1.145,0.516,0.793,0.931
"241",1.145,0.516,0.793,0.931
"242",1.145,0.516,0.793,0.931
"243",1.145,0.516,0.793,0.931
"244",1.145,0.516,0.793,0.931
"245",1.145,0.516,0.793,0.931
"246",1.145,0.516,0.793,0.931
"247",1.145,0.516,0.793,0.931
"248",1.145,0.516,0.793,0.931
"249",1.145,0.516,0.793,0.931
"250",1.145,0.516,0.793,0.931
"251",1.145,0.516,0.793,0.931
"252",1.145,0.516,0.793,0.931
"253",1.145,0.516,0.793,0.931
"254",1.145,0.516,0.793,0.931
"255",1.145,0.516,0.793,0.931
"256",1.145,0.516,0.793,0.931
"257",1.145,0.516,0.793,0.931
"258",1.145,0.516,0.793,0.931
"259",1.145,0.516,0.793,0.931
"260",1.145,0.516,0.793,0.931
"261",1.145,0.516,0.793,0.931
"262",1.145,0.516,0.793,0.931
"263",1.145,0.516,0.793,0.931
"264",1.145,0.516,0.793,0.931
"265",1.145,0.516,0.793,0.931
"266",1.145,0.516,0.793,0.931
"267",1.145,0.516,0.793,0.931
"268",1.145,0.516,0.793,0.931
"269",1.145,0.516,0.793,0.931
"270",1.145,0.516,0.793,0.931
"271",1.145,0.516,0.793,0.931
"272",1.145,0.516,0.793,0.931
"273",1.145,0.516,0.793,0.931
"274",1.145,0.516,0.793,0.931
"275",1.145,0.516,0.793,0.931
"276",1.145,0.516,0.793,0.931
"277",1.145,0.516,0.793,0.931
"278",1.145,0.516,0.793,0.931
"279",1.145,0.516,0.793,0.931
"280",1.145,0.516,0.793,0.931
"281",1.145,0.516,0.793,0.931
"282",1.145,0.516,0.793,0.931
"283",1.145,0.516,0.793,1.243
"284",1.145,0.516,0.793,1.243
"285",1.145,0.516,0.793,1.243
"286",1.145,0.516,0.793,1.243
"287",1.145,0.516,0.793,1.243
"288",1.145,0.516,0.793,1.243
"289",1.145,0.516,0.793,1.243
"290",1.145,0.516,0.793,1.243
"291",1.145,0.516,0.793,1.243
"292",1.363,0.728,1.019,1.243
"293",1.363,0.728,1.019,1.243
"294",1.363,0.728,1.019,1.243
"295",1.363,0.728,1.019,1.243
"296",1.363,0.728,1.019,1.243
"297",1.363,0.728,1.019,1.243
"298",1.363,0.728,1.019,1.243
"299",1.363,0.728,1.019,1.243
"300",1.363,0.728,1.019,1.599
"301",1.363,0.728,1.019,1.599
"302",1.363,0.728,1.019,1.599
"303",1.363,0.728,1.019,1.599
"304",1.363,0.728,1.019,1.599
"305",1.363,0.728,1.019,1.599
"306",1.363,0.728,1.019,1.599
"307",1.363,0.728,1.019,1.599
"308",1.363,0.728,1.019,1.599
"309",1.363,0.728,1.019,1.599
"310",1.363,0.728,1.019,1.599
"311",1.561,0.409,1.695,1.599
"312",1.561,0.409,1.695,2.108
"313",1.561,0.409,1.695,2.108
"314",1.561,0.409,1.695,2.108
"315",1.561,0.409,1.695,2.108
"316",1.561,0.409,1.695,2.108
"317",0.892,-0.042,-1.544,0.534
"318",0.956,-0.042,-1.544,0.534
"319",0.956,0.313,-1.544,0.534
"320",0.956,0.313,-1.544,0.534
"321",0.956,0.313,-1.544,0.534
"322",0.956,0.313,-1.544,0.534
"323",0.956,0.313,-1.544,0.534
"324",0.956,0.313,-1.544,0.534
"325",0.956,0.467,-0.808,0.626
"326",1.147,0.648,0.168,0.96
"327",1.316,0.801,1.419,1.508
"328",1.635,1.14,1.817,1.598
"329",1.635,1.14,1.817,1.598
"330",1.635,1.14,1.817,1.598
"331",1.635,1.14,1.817,1.598
"332",1.635,1.14,1.817,1.598
"333",1.635,1.14,1.817,1.598
"334",1.635,1.14,1.817,1.598
"335",1.635,1.14,1.817,1.598
"336",1.635,1.14,1.817,1.598
"337",1.635,1.14,1.817,1.598
"338",1.635,1.14,1.817,1.598
"339",1.635,1.14,1.817,1.598
"340",1.635,1.14,1.817,1.598
"341",1.635,1.14,1.817,1.598
"342",1.635,1.14,1.817,1.598
"343",1.635,1.14,1.817,1.598
"344",1.635,1.14,1.817,1.598
"345",1.635,1.14,1.817,1.598
"346",1.635,1.14,1.817,1.598
"347",1.635,1.14,1.817,1.598
"348",1.635,1.14,1.817,1.598
"349",1.635,1.14,1.817,1.598
"350",1.785,1.28,1.777,1.375
"351",1.785,1.28,1.777,1.375
"352",1.785,1.28,1.777,1.375
"353",1.785,1.28,1.777,1.176
"354",1.785,1.28,1.777,1.176
"355",1.334,1.28,1.777,1.309
"356",1.043,1.28,1.725,1.309
"357",1.156,1.245,2.003,1.481
"358",1.804,1.998,2.003,2.014
"359",1.093,1.21,1.966,1.797
"360",1.766,2.215,2.402,1.797
"361",1.766,1.927,2.402,1.797
"362",1.351,1.324,1.423,1.766
"363",1.351,1.324,1.423,1.766
"364",1.351,1.324,1.423,1.766
"365",1.351,1.324,1.423,1.766
"366",1.351,1.324,1.423,1.766
"367",1.351,1.324,1.423,1.766
"368",1.351,1.324,1.423,1.766
"369",1.351,1.324,1.423,1.766
"370",1.351,1.324,1.423,1.766
"371",1.351,1.324,1.423,1.766
"372",1.351,1.324,1.423,1.766
"373",1.351,1.324,1.423,1.766
"374",1.351,1.324,1.423,1.766
"375",1.351,1.324,1.423,1.766
"376",1.351,1.324,1.423,1.766
"377",1.351,1.324,1.423,1.766
"378",1.351,1.324,1.423,1.766
"379",1.351,1.324,1.423,1.766
"380",1.351,1.324,1.423,1.766
"381",1.351,1.324,1.423,1.766
"382",1.351,1.324,1.423,1.766
"383",1.351,1.324,1.423,1.766
"384",1.351,1.324,1.423,1.766
"385",1.351,1.324,1.423,1.766
"386",1.351,1.324,1.423,1.766
"387",1.351,1.324,1.423,1.766
"388",1.351,1.324,1.423,1.766
"389",1.351,1.324,1.423,1.766
"390",1.351,1.324,1.423,1.766
"391",1.351,1.324,1.423,1.766
"392",1.351,1.324,1.423,1.766
"393",1.351,1.324,1.423,1.766
"394",1.351,1.324,1.423,1.766
"395",1.351,1.324,1.423,1.766
"396",1.351,1.324,1.423,1.766
"397",1.351,1.324,1.423,1.766
"398",1.351,1.324,1.423,1.766
"399",1.351,1.324,1.423,1.766
"400",1.351,1.324,1.423,1.766
"401",1.351,1.324,1.423,1.766
"402",1.351,1.324,1.423,1.766
"403",1.351,1.324,1.423,1.766
"404",1.351,1.324,1.423,1.766
"405",1.351,1.324,1.423,1.766
"406",1.351,1.324,1.423,1.766
"407",1.351,1.324,1.423,1.766
"408",1.351,1.324,1.423,1.766
"409",1.351,1.324,1.423,1.766
"410",1.351,1.324,1.423,1.766
"411",1.351,1.324,1.423,1.766
"412",1.351,1.324,1.423,1.766
"413",1.351,1.324,1.423,1.766
"414",1.351,1.324,1.423,1.766
"415",1.351,1.324,1.423,1.766
"416",1.351,1.324,1.423,1.766
"417",1.351,1.324,1.423,1.766
"418",1.351,1.324,1.423,1.766
"419",1.351,1.324,1.423,1.766
"420",1.351,1.324,1.423,1.766
"421",1.351,1.324,1.423,1.766
"422",1.351,1.324,1.423,1.766
"423",1.351,1.324,1.423,1.766
"424",1.351,1.324,1.423,1.766
"425",1.351,1.324,1.423,1.766
"426",1.351,1.324,1.423,1.766
"427",1.351,1.324,1.423,1.766
"428",1.351,1.324,1.423,1.766
"429",1.351,1.324,1.423,1.766
"430",1.351,1.324,1.423,1.766
"431",1.351,1.324,1.423,1.766
"432",1.351,1.324,1.423,1.766
"433",1.351,1.324,1.423,1.766
"434",1.351,1.324,1.423,1.766
"435",1.351,1.324,1.423,1.766
"436",1.351,1.324,1.423,1.766
"437",1.351,1.324,1.423,1.766
"438",1.351,1.324,1.423,1.766
"439",1.351,1.324,1.423,1.766
"440",1.351,1.324,1.423,1.766
"441",1.351,1.324,1.423,1.766
"442",1.351,1.324,1.423,1.766
"443",1.351,1.324,1.423,1.766
"444",1.351,1.324,1.423,1.766
"445",1.351,1.324,1.423,1.766
"446",1.351,1.324,1.423,1.766
"447",1.351,1.324,1.423,1.766
"448",1.351,1.324,1.423,1.766
"449",1.351,1.324,1.423,1.766
"450",1.351,1.324,1.423,1.766
"451",1.351,1.324,1.423,1.766
"452",1.351,1.324,1.423,1.766
"453",1.351,1.324,1.423,1.766
"454",1.351,1.324,1.423,1.766
"455",1.351,1.324,1.423,1.766
"456",1.351,1.324,1.423,1.766
"457",1.351,1.324,1.423,1.766
"458",1.351,1.324,1.423,1.766
"459",1.351,1.324,1.423,1.766
"460",1.351,1.324,1.423,1.766
"461",1.351,1.324,1.423,1.766
"462",1.351,1.324,1.423,1.766
"463",1.351,1.324,1.423,1.766
"464",1.351,1.324,1.423,1.766
"465",1.351,1.324,1.423,1.766
"466",1.351,1.324,1.423,1.766
"467",1.351,1.324,1.423,1.766
"468",1.351,1.324,1.423,1.766
"469",1.351,1.324,1.423,1.766
"470",1.351,1.324,1.423,1.766
"471",1.351,1.324,1.423,1.766
"472",1.351,1.324,1.423,1.766
"473",1.351,1.324,1.423,1.766
"474",1.351,1.324,1.423,1.766
"475",1.351,1.324,1.423,1.766
"476",1.351,1.324,1.423,1.766
"477",1.351,1.324,1.423,1.766
"478",1.351,1.324,1.423,1.766
"479",1.351,1.324,1.423,1.766
"480",1.351,1.324,1.423,1.766
"481",1.351,1.324,1.423,1.766
"482",1.351,1.324,1.423,1.766
"483",1.351,1.324,1.423,1.766
"484",1.351,1.725,1.423,1.766
"485",1.351,1.725,1.423,1.766
"486",1.351,1.725,1.423,1.766
"487",1.351,1.725,1.423,1.766
"488",1.351,1.725,1.423,1.766
"489",1.351,1.725,1.423,1.766
"490",1.351,1.725,1.536,2.138
"491",1.351,1.725,1.536,2.138
"492",1.351,2.174,1.536,2.138
"493",1.426,2.174,2.043,2.138
"494",1.456,2.174,2.285,2.138
"495",1.874,2.174,2.285,2.597
"496",1.874,2.174,2.285,2.597
"497",1.874,2.174,2.285,2.597
"498",1.874,2.174,2.285,2.597
"499",1.874,2.174,2.285,2.597
"500",1.874,2.174,2.285,2.597
"501",1.874,2.174,2.285,2.597
"502",1.874,2.174,2.285,2.597
"503",1.874,2.174,2.285,2.597
"504",1.874,1.962,1.906,2.597
"505",1.874,2.28,2.315,2.597
"506",1.874,2.28,2.315,2.597
"507",1.874,2.28,2.315,2.597
"508",1.874,2.28,3.306,2.597
"509",1.874,2.28,3.306,2.597
"510",1.874,2.28,3.306,2.597
"511",1.874,2.28,3.306,2.597
"512",1.874,2.28,3.306,2.597
"513",1.874,2.28,3.306,3.565
"514",1.874,2.28,3.306,3.565
"515",1.874,2.28,3.306,3.565
"516",1.874,2.28,3.306,3.565
"517",1.874,2.28,3.306,3.565
"518",1.874,2.28,3.306,3.565
"519",1.874,2.28,3.306,3.565
"520",1.874,2.28,3.306,3.565
"521",1.874,2.28,3.306,3.565
"522",1.874,2.28,3.306,3.565
"523",1.874,2.28,3.306,3.565
"524",1.874,2.28,3.306,3.565
"525",2.276,2.28,3.306,3.565
"526",2.276,2.28,3.306,3.565
"527",2.276,2.28,3.306,3.565
"528",2.276,2.28,3.306,3.565
"529",2.276,2.28,3.306,3.565
"530",2.276,2.28,3.306,3.565
"531",2.276,2.28,3.306,3.565
"532",2.276,2.28,3.306,3.565
"533",2.276,2.28,3.306,3.565
"534",2.276,2.922,3.306,3.565
"535",2.276,2.922,3.306,3.565
"536",2.276,2.922,3.306,3.565
"537",2.276,2.922,3.306,3.565
"538",2.276,2.922,3.306,3.565
"539",2.276,2.922,3.306,3.565
"540",2.276,2.922,3.306,3.565
"541",2.276,2.922,3.306,3.565
"542",2.276,2.922,3.306,3.565
"543",2.276,2.922,3.306,3.565
"544",2.276,2.922,3.306,3.565
"545",2.276,3.383,3.306,3.565
"546",2.276,3.383,3.306,3.565
"547",2.276,3.383,3.306,3.565
"548",2.276,3.383,3.306,3.565
"549",2.276,3.383,3.306,3.565
"550",2.276,3.383,3.306,3.565
"551",2.276,3.383,3.306,3.565
"552",2.276,3.383,3.306,3.565
"553",2.276,3.383,3.306,3.565
"554",2.276,3.383,3.306,3.565
"555",3.429,3.383,3.306,3.565
"556",3.429,3.383,3.306,3.565
"557",3.429,3.383,3.306,3.565
"558",3.429,3.383,3.306,3.565
"559",3.429,3.383,3.306,3.565
"560",3.429,3.383,3.306,3.565
"561",3.429,3.383,3.306,3.565
"562",3.429,3.383,3.306,3.565
"563",3.429,3.383,3.306,3.565
"564",3.429,3.383,3.306,3.565
"565",3.429,3.383,3.306,3.565
"566",3.429,3.383,3.306,3.565
"567",3.429,3.383,3.306,3.565
"568",3.429,3.383,3.306,3.565
"569",3.429,3.383,3.306,3.565
"570",3.429,3.383,3.306,3.565
"571",3.429,3.383,3.306,3.565
"572",3.429,3.383,3.306,3.565
"573",3.429,3.383,3.306,3.565
"574",3.429,3.383,3.306,3.565
"575",3.429,3.383,3.306,3.565
"576",3.429,3.383,3.306,3.565
"577",3.429,3.383,3.306,3.565
"578",3.429,3.383,3.306,3.565
"579",3.429,3.383,3.306,3.565
"580",3.429,3.383,3.306,3.565
"581",3.429,3.383,3.306,3.565
"582",3.429,3.383,3.306,3.565
"583",3.429,3.383,3.306,3.565
"584",3.429,3.383,3.306,3.565
"585",3.429,3.383,3.306,3.565
"586",3.429,2.85,3.306,3.565
"587",3.429,2.85,3.306,3.565
"588",3.08,2.569,3.306,3.565
"589",3.08,2.569,3.306,3.565
"590",2.777,2.569,3.306,3.565
"591",2.909,2.569,3.306,3.565
"592",2.909,2.569,3.306,3.565
"593",2.909,2.569,3.306,3.565
"594",2.909,2.569,3.306,3.565
"595",2.909,2.569,3.306,3.565
"596",2.909,2.383,3.306,3.565
"597",2.909,2.383,3.306,3.565
"598",2.322,2.185,2.002,0.604
"599",2.322,2.185,2.002,0.604
"600",2.322,2.185,2.002,0.604
"601",2.322,2.185,2.002,0.604
"602",2.322,2.185,2.002,0.604
"603",2.322,2.185,2.002,0.604
"604",2.322,2.185,2.002,0.604
"605",2.322,2.185,2.002,0.604
"606",2.322,2.185,2.002,0.604
"607",2.322,2.185,2.002,0.604
"608",2.322,2.185,2.002,0.604
"609",2.322,2.185,2.002,0.604
"610",2.322,2.185,2.002,0.604
"611",2.322,2.185,2.002,0.604
"612",2.322,2.185,2.002,0.604
"613",2.322,2.185,2.002,0.604
"614",2.322,2.185,2.002,0.604
"615",2.322,2.185,2.002,0.604
"616",2.322,2.185,2.002,0.604
"617",2.322,2.185,2.002,0.604
"618",2.322,2.185,2.002,0.604
"619",2.322,2.185,2.002,0.604
"620",2.322,2.185,2.002,0.604
"621",2.322,2.185,2.002,0.604
"622",2.322,2.185,2.002,0.604
"623",2.322,2.185,2.002,0.604
"624",2.322,2.185,2.002,0.604
"625",2.322,2.185,2.002,0.604
"626",2.322,2.185,2.002,0.604
"627",2.322,2.185,2.002,0.604
"628",2.322,2.185,2.002,0.604
"629",2.322,2.185,2.002,0.604
"630",2.322,2.185,2.002,0.604
"631",2.322,2.185,2.002,0.604
"632",2.322,2.185,2.002,0.604
"633",2.322,2.185,2.002,0.604
"634",2.322,2.185,2.002,0.604
"635",2.322,2.185,2.002,0.604
"636",2.322,2.185,2.002,0.604
"637",2.322,2.185,2.002,0.604
"638",2.322,2.185,2.002,0.604
"639",2.322,2.185,2.002,0.604
"640",2.322,2.185,2.002,0.604
"641",2.322,2.185,2.002,0.604
"642",2.322,2.185,2.002,0.604
"643",2.322,2.185,2.002,0.604
"644",2.322,2.185,2.002,0.604
"645",2.322,2.185,2.002,0.604
"646",2.322,2.185,2.002,0.604
"647",2.322,2.185,2.002,0.604
"648",2.322,2.185,2.002,0.604
"649",2.322,2.185,2.002,0.604
"650",2.322,2.185,2.002,0.604
"651",2.322,2.185,2.002,0.604
"652",2.322,2.185,2.002,0.604
"653",2.322,2.185,2.002,0.604
"654",2.322,2.185,2.002,0.604
"655",2.322,2.185,2.002,0.604
"656",2.322,2.185,2.002,0.604
"657",2.322,2.185,2.002,0.604
"658",2.322,2.185,2.002,0.604
"659",2.322,2.185,2.002,0.604
"660",2.322,2.185,2.002,0.604
"661",2.322,2.185,2.002,0.604
"662",2.322,2.185,2.002,0.604
"663",2.322,2.185,2.002,0.604
"664",2.322,2.185,2.002,0.604
"665",2.322,2.185,2.002,0.604
"666",2.322,2.185,2.002,0.604
"667",2.322,2.185,2.002,0.604
"668",2.322,2.185,2.002,0.604
"669",2.322,2.185,2.002,0.604
"670",2.322,2.185,2.002,1.789
"671",2.322,2.185,2.002,1.789
"672",2.322,2.185,2.002,1.789
"673",2.322,2.185,2.002,1.789
"674",2.322,2.185,2.002,1.789
"675",2.322,2.185,2.002,1.789
"676",2.322,2.185,2.002,1.789
"677",2.322,2.185,2.002,1.789
"678",2.322,2.185,2.002,1.789
"679",2.322,2.185,2.002,1.789
"680",2.322,2.185,2.002,1.789
"681",2.322,2.185,2.002,1.789
"682",2.322,2.185,2.002,1.789
"683",2.322,2.185,2.002,1.789
"684",2.322,2.185,2.002,1.789
"685",2.322,2.185,2.002,1.789
"686",2.322,2.185,2.002,1.789
"687",2.322,2.185,2.002,1.789
"688",2.322,2.185,2.002,1.789
"689",2.322,2.185,2.002,1.789
"690",2.322,2.185,2.002,1.789
"691",2.322,2.185,2.002,1.789
